transcript,label
Your Amazon package is out for delivery. Please share OTP 1104 with the delivery agent when they arrive. Thank you for shopping.,0
"Hi mom, I am stuck in traffic. I'll reach home in 45 minutes. Please don't wait for dinner, you can start eating.",0
"Dear customer, your monthly electricity bill of Rs 946 for consumer number 1104 is generated. Due date is 30th June. Pay online to avoid late fee.",0
"Hello, this is Suresh from Axis Bank home loans department. We see you applied for a loan. Can you send your salary slip?",0
Hey! Are we still meeting for lunch today at 10:30 AM? Let me know where you want to go. I am thinking that new Italian place.,0
"Hi team, just a reminder that our weekly progress meeting starts in 10 minutes. Please join the link shared on Slack.",0
Your Swiggy order from Local Cafe has been picked up. The delivery partner Karan is on the way to your location.,0
"Dear candidate, thank you for applying to the software engineer role. We would like to schedule a technical interview this Thursday at 15.",0
"Hi, this is to inform you that your mobile recharge of Rs 3994 is successful. You get unlimited calls and 2GB data per day.",0
"Hello Pooja, this is to confirm your dentist appointment for tomorrow at 10:30 AM. Please let us know if you need to reschedule.",0
Your Amazon package is out for delivery. Please share OTP 9012 with the delivery agent when they arrive. Thank you for shopping.,0
"Hi mom, I am stuck in traffic. I'll reach home in 45 minutes. Please don't wait for dinner, you can start eating.",0
"Dear customer, your monthly electricity bill of Rs 4297 for consumer number 5512 is generated. Due date is 30th June. Pay online to avoid late fee.",0
"Hello, this is Neha from ICICI Bank home loans department. We see you applied for a loan. Can you send your salary slip?",0
Hey! Are we still meeting for lunch today at 45? Let me know where you want to go. I am thinking that new Italian place.,0
"Hi team, just a reminder that our weekly progress meeting starts in 10 minutes. Please join the link shared on Slack.",0
Your Swiggy order from Dominos Pizza has been picked up. The delivery partner Anjali is on the way to your location.,0
"Dear candidate, thank you for applying to the software engineer role. We would like to schedule a technical interview this Thursday at 15.",0
"Hi, this is to inform you that your mobile recharge of Rs 485 is successful. You get unlimited calls and 2GB data per day.",0
"Hello Pooja, this is to confirm your dentist appointment for tomorrow at 10:30 AM. Please let us know if you need to reschedule.",0
Your Amazon package is out for delivery. Please share OTP 9012 with the delivery agent when they arrive. Thank you for shopping.,0
"Hi mom, I am stuck in traffic. I'll reach home in 10:30 AM minutes. Please don't wait for dinner, you can start eating.",0
"Dear customer, your monthly electricity bill of Rs 621 for consumer number 5512 is generated. Due date is 25th of this month. Pay online to avoid late fee.",0
"Hello, this is Rohan from Punjab National Bank home loans department. We see you applied for a loan. Can you send your salary slip?",0
Hey! Are we still meeting for lunch today at 15? Let me know where you want to go. I am thinking that new Italian place.,0
"Hi team, just a reminder that our weekly progress meeting starts in 10 minutes. Please join the link shared on Slack.",0
Your Swiggy order from Haldiram has been picked up. The delivery partner Suresh is on the way to your location.,0
"Dear candidate, thank you for applying to the software engineer role. We would like to schedule a technical interview this Thursday at 45.",0
"Hi, this is to inform you that your mobile recharge of Rs 258 is successful. You get unlimited calls and 2GB data per day.",0
"Hello Rohan, this is to confirm your dentist appointment for tomorrow at 7:00 PM. Please let us know if you need to reschedule.",0
Your Amazon package is out for delivery. Please share OTP 1104 with the delivery agent when they arrive. Thank you for shopping.,0
"Hi mom, I am stuck in traffic. I'll reach home in 45 minutes. Please don't wait for dinner, you can start eating.",0
"Dear customer, your monthly electricity bill of Rs 3428 for consumer number 9012 is generated. Due date is 25th of this month. Pay online to avoid late fee.",0
"Hello, this is Karan from ICICI Bank home loans department. We see you applied for a loan. Can you send your salary slip?",0
Hey! Are we still meeting for lunch today at 3:00 PM? Let me know where you want to go. I am thinking that new Italian place.,0
"Hi team, just a reminder that our weekly progress meeting starts in 10 minutes. Please join the link shared on Slack.",0
Your Swiggy order from Burger King has been picked up. The delivery partner Neha is on the way to your location.,0
"Dear candidate, thank you for applying to the software engineer role. We would like to schedule a technical interview this Thursday at 10:30 AM.",0
"Hi, this is to inform you that your mobile recharge of Rs 2744 is successful. You get unlimited calls and 2GB data per day.",0
"Hello Amit, this is to confirm your dentist appointment for tomorrow at 15. Please let us know if you need to reschedule.",0
Your Amazon package is out for delivery. Please share OTP 5512 with the delivery agent when they arrive. Thank you for shopping.,0
"Hi mom, I am stuck in traffic. I'll reach home in 10:30 AM minutes. Please don't wait for dinner, you can start eating.",0
"Dear customer, your monthly electricity bill of Rs 2383 for consumer number 1104 is generated. Due date is 25th of this month. Pay online to avoid late fee.",0
"Hello, this is Sunita from Axis Bank home loans department. We see you applied for a loan. Can you send your salary slip?",0
Hey! Are we still meeting for lunch today at 10:30 AM? Let me know where you want to go. I am thinking that new Italian place.,0
"Hi team, just a reminder that our weekly progress meeting starts in 10 minutes. Please join the link shared on Slack.",0
Your Swiggy order from Burger King has been picked up. The delivery partner Sunita is on the way to your location.,0
"Dear candidate, thank you for applying to the software engineer role. We would like to schedule a technical interview this Thursday at 7:00 PM.",0
"Hi, this is to inform you that your mobile recharge of Rs 2890 is successful. You get unlimited calls and 2GB data per day.",0
"Hello Sunita, this is to confirm your dentist appointment for tomorrow at 7:00 PM. Please let us know if you need to reschedule.",0
Your Amazon package is out for delivery. Please share OTP 1104 with the delivery agent when they arrive. Thank you for shopping.,0
"Hi mom, I am stuck in traffic. I'll reach home in 10:30 AM minutes. Please don't wait for dinner, you can start eating.",0
"Dear customer, your monthly electricity bill of Rs 917 for consumer number 5512 is generated. Due date is next Monday. Pay online to avoid late fee.",0
"Hello, this is Vikram from HDFC Bank home loans department. We see you applied for a loan. Can you send your salary slip?",0
Hey! Are we still meeting for lunch today at 10:30 AM? Let me know where you want to go. I am thinking that new Italian place.,0
"Hi team, just a reminder that our weekly progress meeting starts in 10 minutes. Please join the link shared on Slack.",0
Your Swiggy order from Burger King has been picked up. The delivery partner Rajesh is on the way to your location.,0
"Dear candidate, thank you for applying to the software engineer role. We would like to schedule a technical interview this Thursday at 3:00 PM.",0
"Hi, this is to inform you that your mobile recharge of Rs 2848 is successful. You get unlimited calls and 2GB data per day.",0
